row_id,content,theme,sentiment_word,sentiment_anls
660,"键盘还带彩灯的，看起来很漂亮,希望耐用一些。",看起来;,漂亮;,1;
661,音量有点小,音量;,有点小;,-1;
662,识别不太好，能用,识别;,不太好;,-1;
663,电脑不好     漏电   风扇声音超级大,电脑;NULL;,不好;漏电;,-1;-1;
664,k2信号确实强～值得拥有,信号;NULL;,强;值得拥有;,1;1;
665,lese啊，因为说汉语被和谐了，实力坑人，大骗字。 一共20袋。在超市五毛一袋，这还优惠呢12.9.。。。 明显少么,实力;,坑人;,-1;
666,内容太过简单，不实用,内容;NULL;,简单;不实用;,1;-1;
667,还没去测，但是客服真心次，担心售后,,,
668,一看就是很廉价，还很紧塑料也不好,NULL;塑料;,廉价;不好;,1;-1;
669,商品还没用，包装箱有二次包装痕迹，所以有点担心商品是假的,商品;,假;,-1;
670,有年头没吃了，尝尝,,,
671,一般般般般般般般,NULL;,一般;,0;
672,东西不错，送货上门，方便。,东西;NULL;NULL;,不错;送货上门;方便;,1;1;1;
673,咖啡很不错  棒棒的  味道好,咖啡;NULL;味道;,不错;棒棒的;好;,1;1;1;
674,不好用，麻木有刺痛,NULL;NULL;NULL;,不好用;麻木;刺痛;,-1;-1;-1;
675,东西不咋地，客服服务态度很好，冲客服态度给的三星！,东西;服务态度;,不咋地;很好;,-1;1;
676,1，用一个月就发生死机现象；2，微信后台运行时，经常信消息提醒延误，打开微信才发现好多条消息，感觉应该是微信在后台已经停止运行了；3，看视频快进经常APP崩溃停止运行；4，屏已经发现两处划痕，手机放在兜里和车上，不知道是不小心碰到硬物，还是屏幕本身比较脆弱。总得来说失望。,NULL;屏幕;NULL;,崩溃;脆弱;失望;,-1;-1;-1;
677,第二次购买了，用习惯了，挂式经常出差方便使用。音质还好。,音质;,还好;,1;
678,还可以吧，没来得及开锅直接用了，有些糊,NULL;,还可以;,1;
679,好喝不错，家长味道,NULL;NULL;,好喝;不错;,1;1;
680,一般，没想的那么好，味道不怎么好,NULL;味道;,一般;不怎么好;,0;-1;
681,就一包，小贵哦！,NULL;,小贵;,-1;
682,买了10天没来,,,
683,使用了几天，新机子运行速度流畅，只是吹**的音质不敢恭维，只能说是一般吧，电池目前表现还可以...,运行速度;音质;NULL;电池;,流畅;不敢恭维;一般;还可以;,1;-1;0;1;
684,厚度还可以，就是套被罩时容易被撕破，有点小贵,厚度;NULL;,还可以;有点小贵;,1;-1;
685,衣服的袖子有问题,袖子;,有问题;,-1;
686,购物很满意，物流配送很快，感谢快递员师傅送上门！非常实惠！,购物;物流配送;NULL;,满意;很快;实惠;,1;1;1;
687,还行，可以用，只是线比较硬,NULL;NULL;线;,还行;可以;硬;,1;1;-1;
688,一直买哦,,,
689,用劵买的，真心实惠，京东物流真给力！,NULL;物流;,实惠;给力;,1;1;
690,搞活动买的，还没有用，先囤货,,,
691,还行吧。。,NULL;,还行;,1;
692,用过再追评,,,
693,还没用！还不知道！,,,
694,不是送多一块抹布吗？抹布呢？,,,
695,好好好，很实惠，价格合理，有活动很划算,NULL;NULL;价格;NULL;,好;实惠;合理;划算;,1;1;1;1;
696,好用，用别的牌子的洗发水也要用这个护发素的，就是很好用。,NULL;NULL;,好用;好用;,1;1;
697,号称早上下单下午送达，没做到，早上9:02下的单，第二天打了N个电话催下午才送到，打开看东西简直无语，不知道是不是翻新货或是什么情况，两侧那么脏还有指纹，最失败的一次购物体验，京东，你的品牌要变成忽悠了,东西;NULL;NULL;品牌;,无语;脏;失败;忽悠;,-1;-1;-1;-1;
698,挺好的当早餐,NULL;,挺好;,1;
699,太坑了 才几天贵300,NULL;NULL;,太坑;贵;,-1;-1;
700,没有想象中的大，太小了一点，不是吸盘的，没有附赠内存卡，质感一般，屏幕不太细腻，画面粗糙。,NULL;质感;画面;,太小;一般;粗糙;,-1;0;-1;
701,历史低价,,,
702,一般般，吃着没什么特别的，,NULL;,一般般;,0;
703,早上起来后，耳朵有点痛，有点难带,耳朵;NULL;,有点痛;难带;,-1;-1;
704,太小了，不值得,NULL;NULL;,太小;不值得;,-1;-1;
705,手电筒很好，光圈可大可小，亮度高，唯一不足就是电池是旧的，整个电池从头到尾伤痕累累。。。,手电筒;亮度;NULL;电池;,很好;高;不足;旧;,1;1;-1;-1;
706,东西不错，包装简陋了些。,东西;包装;,不错;简陋;,1;-1;
707,给侄女买的生日礼物。小米的做工还是不错的,做工;,不错;,1;
708,是陈米，真心不好吃，用来做蛋炒饭还行,NULL;NULL;,不好吃;还行;,-1;1;
709,产品可以,产品;,可以;,1;
710,问客服问题，直接玩消失,,,
711,差评！！！书里面很多脏东西，还有死苍蝇，极其恶劣的服务！书还有很大的折痕！,NULL;NULL;服务;,差评;恶劣;很大;,-1;-1;-1;
712,货刚收到，还没有品尝，应该不错给5分。,NULL;,不错;,1;
713,其实我还是喜欢平的，这种头上微微翘起来的让我有点忧伤,NULL;,忧伤;,-1;
714,经常给实验室买买买的零食，大家都很喜欢的～希望以后更多活动～,NULL;,喜欢;,1;
715,就是味太重，不知道这样好不好,味;,太重;,-1;
716,放健身房用的小巧玲珑,NULL;,小巧玲珑;,1;
717,非常不错的一次购物，全五分好评！,NULL;购物;,不错;好评;,1;1;
718,还行，有点酸,NULL;,还行;,1;
719,挺大个的，用了一下，塑料味很重，中国产。,NULL;塑料味;,挺大;很重;,1;-1;
720,淡淡的植物清香很好闻，使用效果也不错。,NULL;清香;效果;,淡淡的;好闻;不错;,1;1;1;
721,味道还不错，当早餐吃很好,味道;NULL;,不错;很好;,1;1;
722,还是不错的。。。。。。。,NULL;,不错;,1;
723,不怎么好吃，，，，，，，,NULL;,不怎么好;,-1;
724,呵呵，略贵略贵。,NULL;NULL;,贵;贵;,-1;-1;
725,买了两个  本来心情很好的    结果打开快递一看有一个杯子是碎的整一堆渣      杯子挺好看    很喜欢      就希望快递以后运输能注意点,心情;杯子;NULL;杯子;NULL;,很好;碎;渣;好看;喜欢;,1;-1;-1;1;1;
726,商品很差劲，差配件不补发，态度很差，还叫我投诉京东。,商品;态度;,差劲;很差;,-1;-1;
727,可以  这个,NULL;,可以;,1;
728,和德版相比不太易溶。偏甜。,,,
729,带没几天，左耳就一直连不上了，这质量真的是&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;入耳式基本戴久了就不舒服&hellip;&hellip;音质跟airpods比起来不止好一点，简直好太多不是一个级别的,耳式;,不舒服;,-1;
730,额，一般,NULL;,一般;,0;
731,说拆包了不能退，不拆包没试过怎么知道能不能用啊,,,
732,日你奶奶，前天刚买，现在又降价！这是欺诈消费者,NULL;,欺诈;,-1;
733,质量不错，外观漂亮,质量;外观;,不错;漂亮;,1;1;
734,没用处，不管用,NULL;,不管用;,-1;
735,真难喝，没有之一！,NULL;,难喝;,-1;
736,连个生产日期都没有！不建议买！,,,
737,有磕碰划伤，整体这个价格可以啦还,NULL;价格;,划伤;可以;,-1;1;
738,10月25日收货，11月5日就按键失灵，什么都点不了，主屏幕进不去，返回也返回不了，神烦，换手机资料都导不出来了。次品中的战斗机。,按键;NULL;,失灵;神烦;,-1;-1;
739,味道还行 挺熟悉的味道，酸酸的。就是100ml比料想的小。保质期也不是快到。4件够喝半个多月了吧,味道;保质期;,还行;小;,1;-1;
740,好，谢谢谢谢谢谢谢谢谢谢谢谢小侄子小点点滴滴,NULL;,好;,1;
741,商品质量很好，很满意，配送速度快啊，而且配送员态度也非常好。,商品质量;NULL;配送速度;,好;满意;快;,1;1;1;
742,好吃。。。。。。,NULL;,好吃;,1;
743,刚到的洗衣机，就有个坑，懒得换，用后看看什么样吧，不行就退了,NULL;,坑;,-1;
744,和实体店的味道不一样，没有咖啡味，只有甜味,,,
745,东西还没试，看着还不错；在京东购物从来没有试过直接放在士多店就走的，以前打个电话说你不在家就帮我送到丰巢，何况我还在家呢！两棵星给买的东西,看着;,不错;,1;
746,双十一活动购买，一次性购买一千多产品。产品应该没问题，就是化妆品内盒太脏了，应该是压货的货底。,产品;品内盒;,没问题;脏;,1;-1;
747,收到了 速度很快东西很好。,速度;东西;,很快;很好;,1;1;
748,质量一般有轻微的连续杂音，音质可以，戴上不是很舒适，动动耳朵就会松。听歌3-4小时没问题，手机上可以显示电量,质量;音质;,一般;可以;,0;1;
749,买洗发水松送的电吹风，太划算了,NULL;,划算;,1;
750,快递员直接默认签收，还没取快递就发了个短信过来显示签收，软件上就要评价了。没有拒收的权利。也不支持七天无理由，合着是买了没有保障，强行喂着吃苍蝇。,NULL;,没有保障;,-1;
751,一次没用就坏啦,NULL;,坏;,-1;
752,冲水口漏水就靠水箱和管压住。,,,
753,收到货以后点烟器插头严重破损,插头;,破损;,-1;
754,口味淡淡的，小朋友磨牙棒！,口味;NULL;,淡淡的;棒;,1;1;
755,漏气了，脏,NULL;NULL;,漏气;脏;,-1;-1;
756,还行，可以，哈哈哈哈哈哈回家,NULL;NULL;,还行;可以;,1;1;
757,凑单买的，便宜没好货啊！白白浪费了钱，真的太假了，全是香精和添加剂，直接扔了，，真的太坑，建议不要买，真的不好。,NULL;NULL;NULL;,太假;太坑;不好;,-1;-1;-1;
758,为什么一定要撕碎包装并贴上条码！！！郁闷,NULL;,郁闷;,-1;
759,10.1拍的，收货确认是10月中旬，11.1开始活动降价400，商家已过31天为由拒绝补差价，商家承诺的30天价格保护形同虚设,,,
760,还可以，不错吧,NULL;NULL;,还可以;不错;,1;1;
761,味道很大，抽屉直接拉出来，没有滑道,味道;,很大;,1;
762,香油还没开盖就很香了，放在白纸上有浅浅的印子，我去掉了瓶子外面的塑料纸，瓶底瞬间就掉了，整整一瓶油咋眼就全撒地上了，大家收货的时候要仔细检查。,NULL;,很香;,1;
763,滑轮太松自动切抢差点害死我,滑轮;,太松;,-1;
764,反光，质量一般,质量;,一般;,0;
765,味道不怎么样，可能不适合我口味,味道;NULL;,不怎么样;不适合;,-1;-1;
766,还可以吧，有点细,NULL;,还可以;,1;
767,口感一般，不知道真假,口感;,一般;,0;
768,味道挺好吃！值得购置！,味道;NULL;,好吃;值得购置;,1;1;
769,打电话声音好小，而且还有电流声,声音;,好小;,-1;
770,有个螺丝有问题，扭到螺母都出来了，死活扭不紧，还有水泵有缝隙,螺丝;,有问题;,-1;
771,按照套装买的单品 发现少一根卡农线 有点坑 还让我重新买的线&hellip;&hellip;,NULL;,有点坑;,-1;
772,东西一般。不值这个价。,东西;NULL;,一般;不值;,0;-1;
773,12.9一瓶  算便宜的 洗完牙用,NULL;,便宜;,1;
774,连上了！位置也合适的，就是上不了网。差，太差了,位置;NULL;NULL;,合适;差;太差;,1;-1;-1;
775,非常失望，塑料材质，音质一般，还一股胶味。买个教训，日本制造果然日落西山！,NULL;音质;,失望;一般;,-1;0;
776,非常好用的电池，外观也好看,NULL;外观;,好用;好看;,1;1;
777,效果不是特别好，对着喷都不见死,,,
778,送货快，京东质量好，非常不错选择,送货;质量;NULL;,快;好;不错;,1;1;1;
779,我就是纳闷了。它自己会流出来了  还不是一天了  看样还是不行啊,NULL;NULL;,纳闷;不行;,-1;-1;
780,都打飞了     千万不要买      真心后悔    一星给快递员,NULL;,后悔;,-1;
781,一般吧，第一次用卡姿兰的东西，而且是满减活动的，以为会有惊喜，其实也跟我平时用的差不多。本来中意的是那款胭脂绯红，但没有选项供选择，只能退其次选了这个。,NULL;NULL;NULL;,一般;惊喜;差不多;,0;1;0;
782,还可以吧，量比较足,NULL;量;,还可以;足;,1;1;
783,挺好的商品，谢谢京东的服务。,商品;,挺好;,1;
784,有点辣 分量太少了 有点卡牙,分量;NULL;,太少;有点卡;,-1;-1;
785,关闭的按钮不会弹起来，,,,
786,不错的方便面，味道挺独特，吃着挺劲道！,NULL;味道;NULL;,不错;独特;挺劲;,1;1;1;
787,不错，网速快,NULL;网速;,不错;快;,1;1;
788,信任京东，物流超快，宝宝一直在用很喜欢，赞赞赞,NULL;物流;NULL;NULL;,信任;超快;喜欢;赞;,1;1;1;1;
789,声音很大，算一般吧。,声音;NULL;,很大;一般;,-1;0;
790,京东送货员很好，东西颜色是最差的，而且排气孔很赃，肯定用过后剩的寄给我了,送货员;颜色;,很好;差;,1;-1;
791,挺好的 双十一买起来！一次屯好多日用品和好吃的～,NULL;,挺好;,1;
792,东西还行，肉可以，就是偏咸了,东西;,还行;,1;
793,买过一次组合装，好用！这次活动要多买,NULL;,好用;,1;
794,我的电脑没驱动,,,
795,网络不稳定 莫非就我一个人有这种感觉,网络;,不稳定;,-1;
796,味道一般吧，感觉不纯正，加了糖的感觉，偏甜有点腻,味道;NULL;NULL;,一般;不纯正;有点腻;,0;-1;-1;
797,图片看不出大小，对重量又没概念，收到之后真是很吃惊的，真是太小了，本人女，手不大，性价比不高，味道没什么特别的,NULL;性价比;,太小;不高;,-1;0;
798,应该不是正宗的意大利咖啡粉，冲泡后比较涩，和原装的进行对比有差别,NULL;,不是正宗;,-1;
799,五常大米如雷贯耳，据说是东北大米之冠。趁着双11价格优惠赶紧买一袋尝尝。配合刚刚在京东买的新电压力锅，吃过再来追加评论。,,,
800,不爽口。,NULL;,不爽;,-1;
801,第一次吃腰果，挺奇怪的。不过很脆很香。,NULL;NULL;NULL;,奇怪;很脆;很香;,-1;1;1;
802,很好 用券更便宜 京东速度一如既往的快 送货小哥态度一直棒棒哒。,NULL;NULL;京东速度;态度;,很好;便宜;快;棒棒哒;,1;1;1;1;
803,第二回购买 但感觉不如第一次有效,,,
804,物流很快，东西很好。,物流;东西;,很快;很好;,1;1;
805,挺好的，昨天到的，还没用应该不错，相信京东,NULL;NULL;,挺好;不错;,1;1;
806,还没喝不知道口感怎样,,,
807,一般。就一层膜。手感一般,NULL;手感;,一般;一般;,0;0;
808,好的，不错啊，挺好玩的,NULL;NULL;,好;不错;,1;1;
809,这是一款不错的产品哦！,产品;,不错;,1;
810,真是坑，就用了一次，生宝宝两天之前买的，收箱了两个月就降了200，算了，评价送拖布我也不要了，爱咋咋地吧！缺陷就是装箱时拖把上方睡着才能放进去，但是又把电耗掉了，电源必须竖着关，拖把也没想象中的好，哎！,NULL;NULL;,坑;缺陷;,-1;-1;
811,这品种是第一次买，看着不错、反正信任京东自营的产品质量，满意。,看着;NULL;NULL;,不错;信任;满意;,1;1;1;
812,很一般！一点效果都没有。,NULL;,一般;,0;
813,一颗星都不想给，质量很差，而且搞活动，所谓秒杀的价格比平时价格还贵了一倍多，真的是骗人的,质量;价格;NULL;,很差;贵;骗人;,-1;-1;-1;
814,京东标明满99元免运费，我买了吉列手动剃须刀锋隐致护冰酷刮胡刀片（2刀头）和吉列手动剃须刀锋隐致护冰酷手动剃须刀架（1刀架+1刀头），共150元，还收12元运输费，不知是何道理，能解释吗？,,,
815,京东价格实惠，凑够十个字&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,价格;,实惠;,1;
816,质量一般，感觉不怎么结实,质量;,一般;,0;
817,不好，用了不到一个星期，就坏了，插入电脑能感知，但是箭头就是不动，坏了,NULL;NULL;NULL;,不好;坏;坏;,-1;-1;-1;
818,三四泡左右，味道非常淡，泡开之后茶叶也很碎，一半的渣子。还有很多悬浮的小颗粒，喝了几天不想继续了。上来评价一下，包装倒是很精美的。,味道;茶叶;包装;,淡;很碎;精美;,-1;-1;1;
819,包装很不好，明知液体，也不看一下，精油洒了很多！箱子都已经湿了！真心想退货的！很失败的一次购物！希望打包时注意点！,包装;购物;,不好;失败;,-1;-1;
820,左摇杆前推与其他方向推的里不一样 本来是打算退款的 看了一下流程要检测什么的 还是算了 这些小毛病还是能忍受的,,,
821,降价太快了,降价;,太快;,-1;
822,差评，一包里居然吃到了两个只有枣没有核桃的，我很幸运，更幸运的是，有一个核桃仁居然带壳，心痛我的牙齿&hellip;,NULL;NULL;NULL;,差评;幸运;心痛;,-1;-1;-1;
823,不好用，好大力才能弹出，设计不合理,NULL;设计;,不好用;不合理;,-1;-1;
824,用着一般，但味道很怪很难闻。,用着;味道;,一般;难闻;,0;-1;
825,音质就算了 太差 麦的声音有点小 线太长了 没有理线的工具,NULL;线;,太差;太长;,-1;-1;
826,好差,NULL;,好差;,-1;
827,本以为一大盒，拿到手是一小盒，好小气的感觉，送人真是觉得有点小气了，后悔没看到实物。,NULL;觉得;NULL;,小气;小气;后悔;,-1;-1;-1;
828,味道一般，不是很辣！,味道;,一般;,0;
829,给外公买的挺好的,NULL;,挺好;,1;
830,给崽买的，应该不错吧,NULL;,不错;,1;
831,烟太大了，难受?,烟;NULL;,太大;难受;,-1;-1;
832,什么东西？三袋全部开了！,,,
833,夏天的风，鲁大师评分255374.，还不错，一个月来才想起写评价，刚来的时候漏了电源线没给我邮过来，非常的郁闷，急着试试电脑我有跑到镇上自己花了五块钱买的，后来隔了一天有给我邮了一根。屏幕和电脑主机都从这买的，买的时候说送我一套键鼠，屏幕也送一套.后来只给我邮了一套，不过无所谓了。系统是试用版，要自己重装。其他到现在没发现啥问题，我也不太懂电脑。,NULL;NULL;NULL;,不错;漏;郁闷;,1;-1;-1;
834,还不错，挺好吃，可以过年囤货了。送礼棒棒的,NULL;NULL;NULL;,不错;挺好;棒棒的;,1;1;1;
835,不好用，信号差,NULL;信号;,不好用;差;,-1;-1;
836,啧啧啧,,,
837,对这次购物不满意，口红没有那么好用，包装打开，送的赠品都开了。,购物;,不满意;,-1;
838,如果有一个转接头就好了，心情不好，给一星,心情;,不好;,-1;
839,给不了5星好评了，看看这运送，双11也不能这样啊。箱子里就是好的，找客服让我退货，这6盒一起的就袋子里放的两盒坏了，全退了？,NULL;NULL;,好;坏;,1;-1;
840,吃了几次火锅，还不错，but声音真的太大了&hellip;&hellip;,NULL;声音;,不错;太大;,1;-1;
841,等用过在评价，送的，，，，，,,,
842,口感不错的，烧菜凉拌菜都是很好的，美味可口的菜品真的很香。,口感;NULL;菜品;,不错;很好;很香;,1;1;1;
843,东北大米就是好，吃了不腻，不像油粘米，吃得腻,NULL;,好;,1;
844,一般！！！！,NULL;,一般;,0;
845,一般般，不太好吃，明显口感有点木木的,NULL;,一般般;,0;
846,有点味道，但摸着挺厚实，质量应该不错,摸着;质量;,挺厚;不错;,1;1;
847,去斑点效果一般,效果;,一般;,0;
848,产品很好用，图像清晰，推荐他人购买,产品;图像;NULL;,好用;清晰;推荐;,1;1;1;
849,一般，晚上家里两辆电瓶车充电就会影响这个使用效果,NULL;,一般;,0;
850,边很粗糙，怕划手，塑料包装也没扔,NULL;,粗糙;,-1;
851,一次性用品,,,
852,挺好，很实惠，还没有试吃。,NULL;NULL;,挺好;实惠;,1;1;
853,一般吧我也没觉得有多大效果,NULL;,一般;,0;
854,分量太少了 还贵 就是忽悠人的 给一星都高了,分量;NULL;NULL;NULL;,太少;贵;忽悠;高;,-1;-1;-1;1;
855,多次购买了！孩子下生后一直喝的就是这个牌子，目前没有不适，便便很正常。,NULL;NULL;,便便;正常;,1;1;
856,非常好，只是盒子被撞出了个小洞洞，纸买错号了，没有以前买的纸大！?（纸的手感也没有超市卖的好）,NULL;,好;,1;
857,赠品，净化效率太低，没什么用处，还花哨,净化效率;,太低;,-1;
858,不建议买，花了好多钱，感觉是旧的，从库房掏出来的？盒子上还粘着透明胶，贴住了一大个裂分，这就是京东自营的东西？？？？,NULL;NULL;,旧;裂分;,-1;-1;
859,物流超赞，包装精美，会回购,物流;包装;,超赞;精美;,1;1;
860,性价比还不错,性价比;,不错;,1;
861,一次买了好多支淋浴露，今次不是以前的京东快递，快递送到时几支淋浴露挤在一个小小的箱子，没防震防碰的塑料袋护着，一支淋浴露喷嘴己被挤到打开的状态，淋浴露的液体倾倒在箱子和瓶子上，从没试过这样，真失望。,NULL;,失望;,-1;
862,物流很快，质量也不错,物流;质量;,很快;不错;,1;1;
863,便宜实惠，用着感觉还行。,NULL;用着;,便宜实惠;还行;,1;1;
864,牛奶味道很可以，亲哦不爱喝纯牛奶的这个味道可以接受，回头客了，搞活动果断下手,味道;味道;,可以;可以接受;,1;1;
865,香水气味不错，但是瓶盖上有黑色颜料弄脏了，感觉很次,香水气味;颜料;NULL;,不错;脏;很次;,1;-1;-1;
866,筆特別的不好用，下水不利，寫字不清,下水;,不好用;,-1;
867,说好双十一保价的买贵了返还差价的，我刚买好就降价10元，希望卖家讲诚信返还差价,NULL;,贵;,-1;
868,日期有点久，2016年的,,,
869,价格越来越贵，分量也变少了。不是很满意,价格;分量;,贵;变少;,-1;-1;
870,快递还行，这个夏威夷果里面有空壳，还好算便宜吧,快递;NULL;,还行;便宜;,1;1;
871,物流超快、正在试用、感觉不是很热,物流;,超快;,1;
872,快递走点心好吗，到手的牙膏都压变形了。还有盖子没盖。,牙膏;,变形;,-1;
873,真的是**货，一点效果都没有。,,,
874,比较容易活动，不是想象的那么好！铁丝网也不加粗,,,
875,第一次买这个牌子，不好用。。。哎，确实有评论中的抹了起颗粒的现象,NULL;,不好用;,-1;
876,做活动比不做活动还贵，有时候得看清活动的情况。,NULL;,贵;,-1;
877,包包实话说不怎样，还好是赠品，若是按正价39.9本人觉得不值。尼龙材质，很薄，不具备保护和避震功能，相当于普通收纳包，不防水。不支持晒图。,包包;觉得;NULL;NULL;,不怎样;不值;很薄;不防水;,-1;-1;-1;-1;
878,订单下了，货等了2周才发，而且发货时间还不让更改，整的我托人取，以后不要买了，价格最近又跌了！差评！,NULL;,差评;,-1;
879,包装不错，不过今天在里面发现了一根鸡毛，或者是其他动物的毛，和枸杞子完全粘合在一起，这也太原生态了一点吧！,包装;,不错;,1;
880,好好吃，一如既往，还会再来,NULL;NULL;,好;好吃;,1;1;
881,没有可说的，都是赠品，能有啥质量,,,
882,挺不错的，看起来并不会觉得无聊，容易明白。,NULL;,不错;,1;
883,好像没用,,,
884,硬，味道不好，包装破损,NULL;味道;包装;,硬;不好;破损;,-1;-1;-1;
885,昨天才买，今天就降价了，也太不公平了吧！双十一那天还降不？,NULL;,不公平;,-1;
886,物流块，买的移动特惠版，结果给发了一个裸机。手机还是不错的。,,,
887,晚上拿回家试试。很期待,,,
888,用了一段时间感觉还不错，运行稳定。用的久才知道,NULL;运行;,不错;稳定;,1;1;
889,359买的，还返还399，不错的购物体验，京东快递很好，上午买下午就到了,NULL;快递;,不错;很好;,1;1;
890,物流没话说！特1！就这标配一事吐槽吐槽！一个光机+一个充电器就完了！不是看在是京东自营店！真心不选！比同款还贵100多！真心醉了！也不是没买过！之到魅4！魅5都送膜十保护套！现在1399还什么都没！刘兄，亲东自营看来也快了！！呵呵呵,物流;NULL;NULL;NULL;,没话说;贵;醉了;快;,1;-1;-1;1;
891,超级卡的，第一次还给我发了个坏的电脑，<br/>破电脑，还限制我评价用词？,NULL;电脑;电脑;,卡;坏;破;,-1;-1;-1;
892,感觉没有效果，服务太度可以，给一个星！,服务;,可以;,1;
893,味道一般，跟超市的便宜米差不多,味道;NULL;NULL;,一般;便宜;差不多;,0;1;0;
894,一点都不好吃，味道好奇怪,味道;,不好吃;,-1;
895,一直很想吃下蓝莓干，这个挺香的，好甜。抓一大把吃好满足,NULL;NULL;,挺香;好;,1;1;
896,开机速度还可以，但是操作的反应速度确实有点慢啊，点一下就得等一会，以后还是买贵一点的吧，毕竟一分钱一分货。戴尔微信的人工服务找几次都没找着人,开机速度;反应速度;,还可以;有点慢;,1;-1;
897,不愧大牌，非常细腻、好用,NULL;NULL;,细腻;好用;,1;1;
898,买回来鼠标是坏的料联系客服一直没人回，退货退货,鼠标;,坏;,-1;
899,一直买的，还行,NULL;,还行;,1;
900,做工特别一般，买后悔了,做工;NULL;,一般;后悔;,0;-1;
901,太差了，充电三个小时，二十分钟就没电了，，差评，买上当了,NULL;NULL;,太差;差评;,-1;-1;
902,还好吧，没有特别好，但也不是很差~,NULL;NULL;,还好;不是很差;,1;1;
903,蛮好的！,NULL;,蛮好;,1;
904,asjdidoodpsosppsosokskskskdodood,,,
905,活动买的，一下子买了4台，信号还可以。,信号;,还可以;,1;
906,东西今天收到 很满意 谢谢老板! 下次会继续过来购买的咯!,NULL;,满意;,1;
907,看配方含角蛋白才买的,,,
908,很好一直都买这个牌子的东西很好,NULL;东西;,很好;很好;,1;1;
909,就在手机旁边，说搜索不到蓝牙设备。。电池感觉有问题，当用到一半的时候，就提示说：累了，之后就是关机。。不过没计算过充满一次能用多久，如果4-5个小时就纯属正常了。。,电池;NULL;,有问题;正常;,-1;1;
910,对京东越来越失望了，快递打包打成这样，也真是醉了。且不说商品的质量如何，就这个打包，差评。,京东;NULL;NULL;,失望;醉了;差评;,-1;-1;-1;
911,价格便宜，节省才买时间,价格;NULL;,便宜;节省;,1;1;
912,不靠谱   镜片变形严重   漏风特别大   一个字差  还不如便宜的头盔,NULL;镜片;漏风;NULL;,不靠谱;变形;大;差;,-1;-1;-1;-1;
913,假的，味道重。刺鼻,NULL;味道;NULL;,假;重;刺鼻;,-1;-1;-1;
914,质量不太好，不如超市里买的，像水一样，就剩价格了，算下来也没便宜多少&hellip;&hellip;,质量;NULL;,不太好;没便宜;,-1;-1;
915,一边缝隙很大，并且有一块黑色胶片塞在里面，另一边缝隙很小，经常网页打不开，手机却能正常上网，准备申请退货。,缝隙;经常网页;NULL;,很大;打不开;正常;,1;-1;1;
916,不好，口味一般，不值这个价钱！,NULL;口味;NULL;,不好;一般;不值;,-1;0;-1;
917,看图片，不说话。,,,
918,带上还是挺舒服的，目前还没有成功的用蓝牙连接到电脑使用无线来听音乐，不知道是不是不支持，平时我不会和手机连接来听音乐。如果能耐用，也算是值把。,NULL;,舒服;,1;
919,比我在万达孩子王买的便宜一半，我真是该早点在京东逛逛,NULL;,便宜;,1;
920,宝宝苏**函数,,,
921,刚装上使用量98%？又是二手的？,,,
922,没有达到驱蚊效果，有很大的味道,味道;,很大;,1;
923,送来的新机，按钮怎么是这样的？坐等售后，再来评价,,,
924,做工极差，上面的类似灰尘的东西擦不掉，没打磨的地方好多,做工;,极差;,-1;
925,每年必买的，过节的时候，买一点，味道很不错，下次还来买！,味道;,不错;,1;
926,这几天天气变冷所以给宝宝用用，宝宝用了之后脸上会起点点摸着麻麻的很粗糙。吓得我赶紧扔了，什么鬼东西，宝宝皮肤那么嫩，你好意思卖假货伤害小婴儿。,NULL;,粗糙;,-1;
927,之前也买了这个牌子的唇膏，没有之前的好用,,,
928,很实惠，尿片比较方便，白天使用。,NULL;尿片;,实惠;方便;,1;1;
929,收到货以后打开发现只有半瓶，用了一点点脸上感觉火辣辣的疼，建议大家别买！,NULL;NULL;,火辣辣;疼;,-1;-1;
930,灵敏度差了点。<br/>没提供发票，还备注了的。。。,灵敏度;,差;,-1;
931,后车轱辘不能旋转，推时有些不方便，组装起来不怎么紧凑，轮子不耐磨！价格波动幅度大，买在了最高点，不开心的一次购物,NULL;轮子;NULL;,不方便;不耐磨;不开心;,-1;-1;-1;
932,非常不满意！！！一颗星都不想给。10月10日下的单，一直迟迟都不发货，投诉了以后11月2日才收到货，到货了还是坏的无法使用，从来没有过这样的体验，以后还敢买才怪,NULL;NULL;,不满意;坏;,-1;-1;
933,我买了10盒，特地等用完了才来评价，广告上说得太夸张了，说能增大丰胸，给了消费者很高的期望值，而实际上是不丰胸的，大可不必这样吹捧，实话实说就行了，就是跟面膜一个原理，贴完滋润一些,NULL;,夸张;,-1;
934,信赖京东，价格实惠，送货迅速，服务态度超好，多花点钱也选择京东！,NULL;价格;送货;服务态度;,信赖;实惠;迅速;超好;,1;1;1;1;
935,东西不错，比超市便宜点儿。,东西;NULL;,不错;便宜;,1;1;
936,产品质量不好，缺油，气味不对，怀孕不是正品,产品质量;气味;NULL;,不好;不对;不是正品;,-1;-1;-1;
937,还没用，无法评价。,,,
938,内塞自然旋紧后，出水口与把手不在一条直线，倒水很别扭！,倒水;,别扭;,-1;
