26304,买了快一个月了还是有味 差评,NULL;NULL;,差评;有味;,-1;-1;
26305,太不保温了，有点失望,NULL;,失望;,-1;
26306,挺好吃的,NULL;,挺好;,1;
26307,非常好，很保温,NULL;,好;,1;
26308,这个赠品是没有的，内存卡与容量不符，用了一个星期不到，手机提示SD卡损坏，醉了&hellip;,SD卡;容量;,损坏;不符;,-1;-1;
26309,有疑问，但是当前还没有证词,;,;,;
26310,广大消费者，不要被图片骗了，太让消费者伤心了，老板赚昧心钱,老板;消费者;,昧心;伤心;,-1;-1;
26311,质量很好，合成皮的，放个小电脑刚刚好,电脑;质量;,刚刚好;很好;,1;1;
26312,有点小瑕疵，哈哈。其他看着不错。京东快递很喜欢，早上10点下的单。下午5点到。打开第一感觉：这显卡真他M好大啊。那感觉，渍渍渍，突然很不舍得拆开保证，太它M好看了。<br/>希望效果给力，最重要是希望耐用。人生中的第一个2400元以上显卡啊。看了足足4个月才忍心下手。多希望价格是2000内啊。外包装没包膜，这个差评！而且可能因为买的东西多，居然外包装有压痕。,显卡;NULL;快递;NULL;NULL;NULL;看着;,好大;好看;很喜欢;不保证;瑕疵;差评;不错;,-1;1;1;-1;-1;-1;1;
26313,品牌不错，使用不太方便，噪音太大，晚上都没法用,噪音;品牌;NULL;使用;,太大;不错;没法用;不方便;,-1;1;-1;-1;
26314,差评，真lj，卖这么贵还不好。不让用用英文好不,NULL;NULL;NULL;,不好;差评;贵;,-1;-1;-1;
26315,没有原版好,NULL;,没有好;,-1;
26316,不满意，非常不满意，各方面都不满意，快递更次！,NULL;各方面;快递;,不满意;不满意;更次;,-1;-1;-1;
26317,客服不行，发货比乌龟爬的还慢，一个星期才收到,发货;客服;,慢;不行;,-1;-1;
26318,没啥效果，吃了还头晕,NULL;,头晕;,-1;
26319,没有接触过外贸的不适合看这本书，因为这本书讲的一个做这行的大概轮廓。做外贸行业的人也不适合这本书，因为书里面的内容都做外贸的都懂，但是有很多细节方面不详细。很尴尬。,NULL;细节;,尴尬;不详细;,-1;-1;
26320,质量一般化。只有这个价格,质量;,一般;,0;
26321,商品很不满意，商家说的不一样!反到是快递小哥服务很好,服务;商品;,很好;不满意;,1;-1;
26322,没喝，老家父亲喝的、也不晓得怎么样,;,;,;
26323,膜边很容易进兜里的线和灰,;,;,;
26324,键盘不亮,键盘;,不亮;,-1;
26325,挺好的，用着不错，而且价格也合适，加上搞活动，下次还来京东，搞活动的时候真的很合适,价格;用着;NULL;NULL;,合适;不错;合适;挺好;,1;1;1;1;
26326,欧莱雅染发膏我用了好多年了，染出来的头发柔软顺滑，不像理发店的染发膏，染好后头发干燥。,头发;头发;头发;,柔软;干燥;顺滑;,1;-1;1;
26327,挺好的产品，京东购物，多快好省，很满意的一次购物。物流也快，配送态度也好，谢谢,产品;配送态度;NULL;购物;物流;,挺好;好;多快好省;满意;快;,1;1;1;1;1;
26328,活动买的 很划算 一直是京东的超级粉丝 买买买,NULL;,划算;,1;
26329,单手开比较困难，关也不是很好使。<br/>但是整体手感不错，沉甸甸的。,手感;NULL;NULL;,不错;不是很好使;沉甸甸;,1;-1;1;
26330,商品一般，不是太好用,商品;NULL;,一般;不是好用;,0;-1;
26331,好像没有亮净好用,NULL;,没有好用;,-1;
26332,东西收到了&hellip;&hellip;和想象的出入太大了,出入;,太大;,-1;
26333,信号不稳定，穿墙能力也差，不好，不推荐购买。,NULL;购买;能力;信号;,不好;不推荐;差;不稳定;,-1;-1;-1;-1;
26334,这面膜是假的，啷个没得生产许可呢，而且这个盒盒都是旧的，面膜还有洞洞，,面膜;NULL;,假;旧;,-1;-1;
26335,还不错，特价买的，对得起这个家价,NULL;价;,不错;对得起;,1;1;
26336,送的工具真是塑料的，一碰就断了，本来是几分钟的事情，用断了所有的敲棒，我也是服！又不能用金属的翘，就差用牙咬了！电池还没试，就是送的拆机工具真的坑，希望改善一下吧&hellip;,工具;,坑;,-1;
26337,这个价格也就这个品质了。,;,;,;
26338,还好， 是不是粗了点，，0.5才好,NULL;,还好;,1;
26339,跟实体店买的值量差不多，只能说还可以。,值量;NULL;,差不多;还可以;,0;1;
26340,这个反应速度也太慢了吧真想退了,反应速度;,太慢了;,-1;
26341,吃起也就是这样，,NULL;,就是这样;,0;
26342,我明明搜的是蓝牙耳机。结果买了一个有线耳机。,;,;,;
26343,袜子有点薄，而且袜子起毛，才穿了2个小时就起了好多小毛球！,袜子;袜子;,起毛;有点薄;,-1;-1;
26344,冰箱很差啊，用了一段时间，下面三格冻到死，上面放饮料啥的，开到最强都不冰，还是这个天气，到了很热天气，那不是更加喝不到很冰的饮料，唉&hellip;&hellip;&hellip;那么大的东西也不方便退，将就用着,冰箱;NULL;东西;,很差;将就用;不方便;,-1;-1;-1;
26345,漏水漏水漏水！,NULL;,漏水;,-1;
26346,货刚收到，物流很慢超级慢我都忘了我买这个了,物流;物流;,很慢;超级慢;,-1;-1;
26347,一般般，价格便宜，一分钱一分货,NULL;价格;NULL;,一般般;便宜;一分钱一分货;,0;1;-1;
26348,有破损   不过还能用      有点不爽,NULL;NULL;,不爽;破损;,-1;-1;
26349,太小支了，但是很好用的,NULL;NULL;,太小;好用;,-1;1;
26350,货到了，挺好的和上次的一样，京东物流太给力了昨天上午定的货今天下午就收到了?,NULL;物流;,挺好;给力;,1;1;
26351,一般般，可能是自己期待值过高：1.做工还不错，摄像头也较清晰；2.语言识别能力一般般，能用，有时较快捷响应，有时重复很多篇都无反应；3.内存卡不附送，699的话确实不算很高性价比；4.停车监控不是实时影像，只是显示断电前的照片而已，位置也很含糊，说白了就是只显示车辆在停车场，但不能告诉你具体停在哪个位置，有点鸡肋；5.发热挺大；6.物料慢到扑街。反正如果期望值不是很高的话，还是能够满足日常使用,NULL;语言识别能力;性价比;NULL;摄像头;响应;NULL;做工;NULL;位置;NULL;使用;,鸡肋;一般般;不算很高;慢;清晰;较快;一般般;不错;发热;含糊;无反应;满足;,-1;0;-1;-1;1;1;0;1;-1;-1;-1;1;
26352,东西质量很好，祝店家生意兴隆！,质量;,很好;,1;
26353,很好，就是小了点。,NULL;NULL;,很好;小了点;,1;-1;
26354,一如往常&hellip;&hellip;&hellip;&hellip;,;,;,;
26355,牛奶很不错,牛奶;,不错;,1;
26356,发货很快，服务很好 送上样都摆好,发货;服务;,很快;很好;,1;1;
26357,一点都不舒服,NULL;,不舒服;,-1;
26358,电池持久性一般，不能和原装电池比,持久性;,一般;,0;
26359,返厂换的！以后可能不会买这牌子了,;,;,;
26360,用起来 显得很山寨 不好看,NULL;显得;,不好看;山寨;,-1;-1;
26361,东西还可以  就是物流就有点慢了,物流;东西;,有点慢;还可以;,-1;1;
26362,可以，不错第二次买了，好,NULL;NULL;NULL;,不错;可以;好;,1;1;1;
26363,目前用着还不错,用着;,不错;,1;
26364,送货速度很快，商品质量不错，价格还很优惠,商品质量;送货速度;价格;,不错;很快;优惠;,1;1;1;
26365,上周开始里面出现空气了，一个保护屏也就用2.3周，,;,;,;
26366,煮粥的时候会粘锅！电子食谱发了一个月才收到,NULL;,粘锅;,-1;
26367,东西不错，很有质感,东西;NULL;,不错;有质感;,1;1;
26368,老铁说不好吃，但是本小姐还是挺喜欢的，有点甜,NULL;NULL;NULL;,喜欢;不好吃;有点甜;,1;-1;1;
26369,太粗糙了 失望,NULL;NULL;,失望;粗糙;,-1;-1;
26370,和超市价格差不多，网上买更方便。,价格;NULL;,差不多;方便;,0;1;
26371,这个特别好用。琢磨了好一会儿。这是右手专用。我这左撇子真是受累。,NULL;,好用;,1;
26372,轻轻一按，折了,;,;,;
26373,收到盒子都是烂的，不知道是别人的退货。,盒子;,烂;,-1;
26374,质量不错，我小孩一直用这个牌子。,质量;,不错;,1;
26375,好，方便,NULL;NULL;,好;方便;,1;1;
26376,好好好好好好好好好好好好好好好好好好好好,NULL;,好好;,1;
26377,东西还可以，价格也很不错，就是京东的配送和包装不如以前好了,包装;配送;东西;价格;,不如好;不如好;还可以;不错;,-1;-1;1;1;
26378,不好用，喷头皮凉凉的，而且喷的效果也不好，不如染发棒好用。而且价格还不低。,效果;NULL;价格;NULL;,不好;不好用;不低;好用;,-1;-1;1;1;
26379,煮饭快，但是粘锅。。。,煮饭;NULL;,快;粘锅;,1;-1;
26380,用得还好 就是吸盘有点松,NULL;吸盘;,还好;有点松;,1;-1;
26381,还可以吧，有点小毛病,NULL;,还可以;,1;
26382,京东不愧是京东 速度非常的快 昨天下午下的单 今天早上就到了 快递小哥十分给力！,快递小哥;速度;,给力;快;,1;1;
26383,比较满意的购物体验，客服服务好，发货速度快，感谢赠送的礼物。,客服服务;购物体验;发货速度;,好;满意;快;,1;1;1;
26384,勉强,NULL;,勉强;,0;
26385,还可以。很多,NULL;,还可以;,1;
26386,话筒断断续续，音响声音不够大?,声音;,不够大;,-1;
26387,不知道怎么回事总是掉线。跟客服沟通了还是解决不了问题。,;,;,;
26388,非常好,NULL;,好;,1;
26389,尿不湿中间摸起来有硬块，而且不只一处有，用起来尿不湿起坨，对婴儿肯定不好，非常后悔购买。其中一包已经拆开了，不知道能不能退。,NULL;购买;,不好;后悔;,-1;-1;
26390,包装有些不太好,包装;,不太好;,-1;
26391,还可以，贴起来挺方便，就是home键不好按了，感觉设计这块有点问题，膜这么厚home键位置应该适当留多点空,home键;膜;贴起来;NULL;设计;,不好;厚;方便;还可以;有点问题;,-1;0;1;1;-1;
26392,不太好   ，装上会有像贴膜那种的气泡一样，拿下来重新安装按照客服教的方法说是有水雾要晾干再安装才行。照做了依然是一片水雾，很掉档次，重新买了一个  这家的直接扔了。,NULL;NULL;,不太好;掉档次;,-1;-1;
26393,有点油腻,NULL;,油腻;,-1;
26394,价格稍高！不好用，把口不好进,NULL;价格;,不好用;稍高;,-1;-1;
26395,快递小哥太不负责了!把货往物业一丢就不管了!也不发信息通知，也不打电话。京东网上也不更新物流信息。不是在快递网上查询都不知道货到了。,快递小哥;,不负责;,-1;
26396,用了半个多月了，好像没有效果啊，只是感觉不掉了，没见长出来,NULL;,没有效果;,-1;
26397,199-100时候买的，很实惠很好用，还会再买的，棒棒哒,NULL;NULL;NULL;,实惠;棒棒哒;好用;,1;1;1;
26398,好喝！！！！,NULL;,好喝;,1;
26399,可以啊啊啊啊啊啊,NULL;,可以;,1;
26400,这个鼠标垫是硬质华店儿，比较滑 感觉玩游戏还是布垫好一点儿，用着鼠标也比较稳,NULL;,滑;,1;
26401,键盘实物与图片上的完全不同，不能改呼吸灯，只能开关背灯，手感极差，里面就鼠标好一点。。。,手感;,极差;,-1;
26402,样子还可以，不太好用，可能是为了省电吧十多秒就黑屏了。,样子;NULL;NULL;,还可以;黑屏;不太好用;,1;-1;-1;
26403,不错，京东物流值得信任，每次都优先京东，朋友说我买贵了，好像对比是贵了点,NULL;物流;NULL;,不错;值得信任;贵;,1;1;-1;
26404,挺好的挺好的,NULL;,挺好;,1;
26405,保湿,NULL;,保湿;,1;
26406,总体来说一般，拿到桌子很开心，但是板材不齐是几个意思，没出一周桌子就坏了，板材太次！板材感觉轻轻一掰就碎了，脆的跟饼干一样!,板材;总体;NULL;感觉;桌子;NULL;,太次;一般;开心;碎;坏;脆;,-1;0;1;-1;-1;1;
26407,包装太简陋，第一眼看到就像山寨货,包装;NULL;,简陋;山寨货;,-1;-1;
26408,呵呵，以后我宁愿*买贵的,;,;,;
26409,买的商品不错，但是京东的财务一直不开具发票，这个已经不是第一次了，每次要京东财务卡票都会一直拖，为什么京东不好好管理下自己的财务，太过分,NULL;商品;,过分;不错;,-1;1;
26410,包装挺好，可惜口感有很大霉味儿，失败的购物,包装;购物;,挺好;失败;,1;-1;
26411,货品不检查就发货！真心懒得退！,;,;,;
26412,挺好的，洗面奶用完了,NULL;,挺好;,1;
26413,用了脸上特别刺痛,脸上;,刺痛;,-1;
26414,水是好水，但是送货师傅实在太差，不像京东的服务，态度极差，希望京东注意，不要让这样的人坏了京东的好名声。这水喝着实在不舒服。,NULL;送货师傅;京东;态度;NULL;NULL;,不要坏;太差;好;极差;好;不舒服;,1;-1;1;-1;1;-1;
26415,还没试，用后再说,;,;,;
26416,不错，很实惠,NULL;NULL;,实惠;不错;,1;1;
26417,做活动时买的，很便宜，很好。,NULL;NULL;,便宜;很好;,1;1;
26418,一份价钱一分货啊(? &bull;?_&bull;?)?，，，这写着写着就不行了，，质量太差。本来买了考试用的，，这真不敢用了到时候。这事我使劲的，写出来的，，,NULL;NULL;质量;,一份价钱一分货;不行了;太差;,-1;0;-1;
26419,用导航时候发烫厉害，都快可以煎鸡蛋了。,导航;,发烫;,-1;
26420,太小,NULL;,太小;,-1;
26421,不用多说,;,;,;
26422,东西好用，快递太慢。,东西;快递;,好用;太慢;,1;-1;
26423,掉色,;,;,;
26424,差评，漏电,NULL;NULL;,差评;漏电;,-1;-1;
26425,一直在京东上面买钙片，而且比较认可汤臣倍健这个品牌，只是效果自己也看不到，凭感觉心理作用吧,品牌;效果;,认可;看不到;,1;-1;
26426,一点用都没有，就沾到几个，还不如我后来从市场买的一块钱一张的好使,NULL;,不如好使;,-1;
26427,香皂盒并不便宜，但是质量真的很一般，特别单薄，觉得一掰都能碎,NULL;质量;NULL;,单薄;一般;并不便宜;,-1;0;-1;
26428,只能用无语表达，无奈的购物,NULL;购物;,无语;无奈;,-1;-1;
26429,不怎么好吃,NULL;,不怎么好;,-1;
26430,小规格纸巾软抽6包，方便使用。,使用;,方便;,1;
26431,发货太快了！服务超赞！,发货;服务;,太快;超赞;,-1;1;
26432,产品太轻了，而且耗电快,耗电;产品;,快;太轻;,1;-1;
26433,不知道是内存不匹配还是什么原因 安了之后老是自动关机 郁闷,NULL;内存;,郁闷;不匹配;,-1;-1;
26434,一点也不耐用，质量不行，年前刚买了一个，没多久又换了，而且休眠模式不灵敏，总是唤醒，搞得手机很耗电！手机已经用了快三年了，老爸还不舍得换手机，只能一直买手机套了,NULL;质量;NULL;,不耐用;不行;不灵敏;,-1;-1;-1;
26435,绝对的差评  京东太缺德了 我10月26号买的 10月27号降价100元  10月28号又降价110元 找客服保价 到现在还没有回复呢 以前都相信是京东自营的东西好 现在看来是我太天真了 新买的手机貌似是别人退货的 里面的包装盒都滑了一道印子 问客服 客服说可能是发货不小心搞的,NULL;京东;,差评;缺德;,-1;-1;
26436,试了一下，感觉太小的宝宝有点窝脖子,感觉;,太小;,-1;
26437,京东商城物流速度非常快，希望保持良好的服务质量！,物流速度;,快;,1;
26438,失败的一次购物,购物;,失败;,-1;
26439,一如既往的好。,NULL;,好;,1;
26440,烂的一匹,NULL;,烂;,-1;
26441,第三次购买，还不错，茶色浓郁，茶香也还行。,NULL;茶色;茶香;,不错;浓郁;还行;,1;1;1;
26442,一本，用完之后，比较痒不知道怎么回事儿,NULL;,较痒;,-1;
26443,应该没问题吧，估计是正品,NULL;NULL;,正品;没问题;,1;1;
26444,声音真心小，而且做手机支架太差，你见过哪个手机与桌面成90度看视频的。失望。,声音;NULL;NULL;,真心小;太差;失望;,-1;-1;-1;
26445,我家猫对这个不太感兴趣.不知道为啥,;,;,;
26446,都已经不好用了，又没发现哪里坏，就是充不上电,NULL;NULL;,不好用;充不上电;,-1;-1;
26447,这个裤子穿了一次，面料质量还不错，但是我个人不是太喜欢。,质量;NULL;,不错;不是喜欢;,1;-1;
26448,唯品会上才卖269元，你们卖320，贵了整整五十块，不爽,NULL;NULL;,不爽;贵;,-1;-1;
26449,没有想象中的那么好，太简单了！,NULL;NULL;,简单;没有好;,-1;-1;
26450,不是很灵敏，一般般，如果嫌麻烦一定退货,NULL;退货;NULL;,一般般;麻烦;不是灵敏;,0;-1;-1;
26451,这款麻辣，带点甜味，不是我喜欢的类型,NULL;,不是喜欢;,-1;
26452,竟然是最小的m号，无误^O^,NULL;,无误;,1;
26453,很好很不错很好很不错,NULL;NULL;,不错;很好;,1;1;
26454,真不真不知道，还没吃。,;,;,;
26455,凑单买的不知道好用不好用,;,;,;
26456,吃鸡玩不了，联盟也卡，直接退货，客服态度太差了。,客服态度;NULL;,太差;卡;,-1;-1;
26457,不知道是什么，我手机插上不能用?是不是发给我个坏的啊?,NULL;手机;,坏;不能用;,-1;-1;
26458,很好很好很好很好很好很好很好很好很好,NULL;,很好;,1;
26459,很快，很满意,NULL;NULL;,很快;满意;,1;1;
26460,高清显示器没给HDMI线，差评！,显示器;NULL;,高清;差评;,1;-1;
26461,不好，电满了，冲手机充一两次就没电了,NULL;,不好;,-1;
26462,刚吃了一个，是正货，值得推广,NULL;,值得;,1;
26463,不知道是不是正品，就算是正品也不是优等品，两个奶瓶的刻度不在同一位置，有高低差（照片因为拍摄角度问题看不出差距，两个刻度贴这有半个刻度的差距）。之前大宝用的是让亲戚国外寄过来，就没有这个问题,NULL;,高低差;,-1;
26464,用了这么常时间的奥妙，这次买的是假货，到在多的洗衣液，连衣服的灰都洗不掉,NULL;,假货;,-1;
26465,米面油粮在京东买真的很方便，快递小哥每次都给直接送上六楼！很感谢！,京东;,方便;,1;
26466,表还可以，但是这牌子的表都是一天一个价吗？这么不稳定？,NULL;表;,不稳定;还可以;,-1;1;
26467,发货太慢了以至于不能按时送达,送达;发货;,不能按时;太慢了;,-1;-1;
26468,冲出来，奶味有点淡，有点儿稀，别的还好,奶味;NULL;,有点淡;还好;,-1;1;
26469,还行吧，是正品，在村里住，京东物流送货上门的，,NULL;物流;NULL;,正品;送货上门;还行;,1;1;1;
26470,连接无线网比较慢，每次都有等一分钟才能自己链接上，其他的就是节目资源比较少，不如网络电视品牌的多，优点是，清晰度不错，另外运行速度比较好.,资源;运行速度;清晰度;无线网;,较少;较好;不错;较慢;,-1;1;1;-1;
26471,保养太难了 每次做完饭都要保养,NULL;,太难;,-1;
26472,差评差评差评差评&hellip;&hellip;申请售后从昨天到现在还没反应！哎&hellip;&hellip;,售后;NULL;,没反应;差评;,-1;-1;
26473,比外面的便宜，孩子挺喜欢，就是在有墨水的情况下有时也会写不起,NULL;NULL;,便宜;喜欢;,1;1;
26474,东西不错就是快递包裹积压严重，有一盒包装挤坏了,东西;包装;,不错;坏;,1;-1;
26475,以后都不会来这里买了,;,;,;
26476,音质太差了！!!!  差的很   网上托真多，这个耳机 谁买谁后悔<br/>！,音质;NULL;NULL;,太差;后悔;差;,-1;-1;-1;
26477,长度偏短，感觉水箱里的水不够。,长度;,偏短;,-1;
26478,发货速度还不赖，但是传输速度不行，100就是极限了，平均也就50的样子,传输速度;发货速度;,不行;不赖;,-1;1;
26479,差。号被盗用刷单。,NULL;,差;,-1;
26480,一直用这个牌子的，发根用三次,;,;,;
26481,前几天才知道是贴华为的牌子。,;,;,;
26482,没用到20天。妥妥的变黄,NULL;,变黄;,-1;
26483,锅不错，可是收到货还没两天就降价20，不开心。,锅;NULL;,不错;不开心;,1;-1;
26484,吸盘太差，几天就掉地上,吸盘;,太差;,-1;
26485,机箱整体偏小，不太喜欢，夏天散热肯定不行。机械硬盘，4G，整体还是有点卡。建议买固态硬盘。尽管赠送了一些赠品，但2500多的价格在同等配置的情况，还是偏高。商家服务还行。,NULL;整体;服务;整体;散热;,不喜欢;有点卡;还行;偏小;不行;,-1;-1;1;-1;-1;
26486,耳机居然是左右不能分开的，吃个鸡都没法听qiang声，郁闷? ??不过也就这么便宜的东西，就当花20买了个麦吧,NULL;东西;,郁闷;便宜;,-1;1;
26487,挺好用的，尤其是店家送的美工刀，很细心。,NULL;NULL;,挺好用;细心;,1;1;
26488,今天到手后第一感觉是屏幕惊艳，第二感觉是做工不差，第三感觉是不显廉价，没有感觉评论里所发生的问题，希望能用的好，多用段时间。,NULL;屏幕;做工;,廉价;惊艳;不差;,1;1;1;
26489,操！以后写清楚,;,;,;
26490,拿回来以后拿去洗。发现会起毛球，价格和品质不成正比！,NULL;,起毛球;,-1;
26491,下次在也不敢买了，先别说纸怎么样，就付款到收货俩星期，龟爬的速度纸也一般，特别小的一小提,纸;,一般;,0;
26492,至今我没收到货，卖家沟通后很不管，说是找物流，物流也不管，请问找谁，这样的无良商家大家买的时候一定要三思！！！,商家;,无良;,-1;
26493,假冒伪劣产品。,产品;,假冒伪劣;,-1;
26494,没有长的那种卷纸好用,NULL;,没有好用;,-1;
26495,香味不大,香味;,不大;,-1;
26496,有磕伤外观不好，不过还能用,外观;,不好;,-1;
26497,这不咋样！不如贵的好用！品质一般,品质;NULL;NULL;,一般;不咋样;不如好用;,0;-1;-1;
26498,还可以，京东真的很方便。,京东;NULL;,方便;还可以;,1;1;
26499,一直用夏依  温和不刺激,NULL;NULL;,温和;不刺激;,1;1;
26500,有,;,;,;
26501,热水温度不够  而且烧一次连泡面都不够,温度;,不够;,-1;
26502,边上粘不严，重新发货吧。,;,;,;
26503,在没有用过比这个产品还差的水了，很失败的购物。又一次对网购产品失去信心,产品;购物;,差;失败;,-1;-1;
26504,声音太小了。,声音;,太小;,-1;
26505,新包装，挺好用的，大品牌，值得信赖,NULL;大品牌;,挺好用;值得信赖;,1;1;
26506,京东超市的东西挺好的，非常适合,NULL;东西;,适合;挺好;,1;1;
26507,物流速度可以,物流速度;,可以;,1;
26508,这个锅，外面有点薄，肉炖的烂烂的，可是和肉一起炖的莲藕居然不烂，煮粥的时候，土豆也不是炖的很软，所以这个锅有问题,锅;外面;,有问题;有点薄;,-1;-1;
26509,配件价格有点高,价格;,有点高;,-1;
26510,满意实惠！更方便,NULL;NULL;NULL;,实惠;满意;方便;,1;1;1;
26511,问道不错，就是不太辣......,NULL;,不错;,1;
26512,换过一次了，还是有时候很难打着火，不知道是不是这东西出厂不试么,;,;,;
26513,机箱不带主板和硬盘的固定螺丝，机箱做工也差。后者购买谨慎吧。,做工;购买;,差;谨慎;,-1;0;
26514,凑合，凑合，凑合，凑合，凑合，凑合，凑合，凑合，凑合，凑合，凑合，凑合，鸟都死了,NULL;,凑合;,0;
26515,颜色失真很厉害，可以看下附图原图和打印后的图片颜色有多大差别。后面又买了一个黑色的墨盒，直接就不能用，浪费了很多时间，耽误事，质量不行，不建议购买。,质量;颜色;NULL;时间;,不行;失真;不能用;浪费;,-1;-1;-1;-1;
26516,包装上的贴纸里面有气泡，保修卡有被翻过的痕迹，usb线上有异物，里面的盒子也有点脏，说明书有破损，，左摇杆往下按的时候有响声，按下去一点的时候有响声，按到底还有响声，感觉是二手的，先用用看吧，没毛病就算了,感觉;说明书;盒子;,二手;破损;有点脏;,-1;-1;-1;
26517,不好喝，实在有些一般，一看标准，固液结合的，我只能呵呵了,NULL;NULL;,一般;不好喝;,0;-1;
26518,很好用。家里人很喜欢,NULL;NULL;,很喜欢;好用;,1;1;
26519,360手机，价格便宜，配置还行，手机挺好，360还有很大的进步空间。,配置;价格;手机;,还行;便宜;挺好;,1;1;1;
26520,还没有穿，感觉还可以吧，大京东好评了,京东;感觉;,好评;还可以;,1;1;
26521,时间大长。,时间;,长;,-1;
26522,一点都不好吃，又辣又没味道，我想说:你们搞这东西是拿来整人的?,NULL;,不好吃;,-1;
26523,如果可以不给星我绝对不给，这是我在京东买的最烂一件商品还是给宝宝用的。用后有股刺鼻的味道辣眼睛，起坨断层，有颗粒感，尿上之后表面湿湿的的，起的宝宝屁股红红的，我已经决定天亮就扔掉了，不能坑孩子。太烂了，太烂了，太烂了。,NULL;味道;,太烂;刺鼻;,1;-1;
26524,才收到货，还没吃，吃了再来评价,;,;,;
26525,很好 用着很不错 下次还会在买的,用着;NULL;,不错;很好;,1;1;
26526,送的花茶发霉了,花茶;,发霉;,-1;
26527,回来以后压坏了，都流外面了,NULL;,压坏;,-1;
26528,没有用纸箱打包，全压坏了，怎么保存,NULL;,压坏;,-1;
26529,自用，看电影打游戏都不错，配的德国坦克fire8.0声卡。不足点：渣麦。首先只能翻下，离嘴的距离较远，不能进一步调节，不如一代的2段收缩。其次，因为距离嘴较远，声音很轻，开启声音加强后，有较大的电流声，有点影响基友间的交流。总的来说，不是很推荐 ，因为渣麦。,NULL;声音;NULL;电流声;打游戏;,渣;很轻;不是推荐;较大;不错;,-1;-1;-1;-1;1;
26530,用了券之后，价格还给力的,价格;,给力;,1;
26531,内存不够,内存;,不够;,-1;
26532,卡迟钝,NULL;NULL;,迟钝;卡;,-1;-1;
26533,了,;,;,;
26534,送货神速。服务热情。好评！,送货;服务;NULL;,神速;热情;好评;,1;1;1;
26535,物流速度很快但是手机的框左右2边有2处小磕碰怀疑是翻新机,物流速度;,很快;,1;
26536,质次价高，完全不符合期望！,期望;,不符合;,-1;
26537,样子不错。质量不知道。戴戴看吧,样子;,不错;,1;
26538,不错  挺好 不错  挺好不错  挺好不错  挺好,NULL;NULL;,不错;挺好;,1;1;
26539,很轻巧的，几乎没声音，不错,NULL;NULL;,轻巧;不错;,1;1;
26540,有香味，不适合刚出生的宝宝使用。,;,;,;
26541,别人喝怎么样我不知道，反正我喝了感觉有一种说不出来的怪味！毕竟十多块一瓶的酒。,感觉;,怪味;,-1;
26542,还没用暂时不做评价,;,;,;
26543,效果还可以，价格也不错，不比国外品牌差,效果;NULL;价格;,还可以;不比差;不错;,1;1;1;
26544,本来想默默无闻呢。，没想到皮子成了皮呦U！更可恨的是我买包到现在不到2个月，竟然烂了！&hellip;&hellip;&hellip;LJ&hellip;&hellip;,NULL;,烂;,-1;
26545,一直用的是这个牌子的，属于老顾客了，在这里买了好多次了！,;,;,;
26546,快递真满   没别的<br/>乳有点不一样&rdquo;,;,;,;
26547,挺好看的,NULL;,好看;,1;
26548,一般吧，真心一般，价格和实体店相2,NULL;,一般;,0;
26549,东西收到还不错,东西;,不错;,1;
26550,物流超级差，发个酱油等八天我也是醉了,物流;,差;,-1;
26551,买的第二天就降价、便宜33,NULL;,便宜;,1;
26552,电脑包挺好的，15.6寸电脑刚刚好。背了几天感觉还不错。建议再做稍微大一点。背起来挺有气质 帅气的 值得入手 另外 有耳塞孔设计 手机听音乐方便多了 出差和旅游必备 建议大家放心入手、京东很快推荐购买,电脑;NULL;旅游;京东;NULL;电脑包;NULL;NULL;,刚刚好;不错;必备;很快;帅气;挺好;推荐购买;值得入手;,1;1;1;1;1;1;1;1;
26553,包装完好无损 东西正品 用着不错,包装;用着;东西;,完好无损;不错;正品;,1;1;1;
26554,差评，买了一周就掉价了，联系客服没有反应，京东你们说从10.12-11.11的保价活动呢,NULL;NULL;,掉价;差评;,-1;-1;
26555,很好用哦，方便快捷！！！！！！！,NULL;NULL;,方便快捷;好用;,1;1;
26556,续航很给力，外放很渣，很多国内软件没有优化好ipad版。<br/>京东快递送过来包装盒都被挤变形了，差评,外放;包装盒;续航;NULL;,很渣;变形;给力;差评;,-1;-1;1;-1;
26557,东西用着还不错，物流也挺快的  就是降价太快  下订单的时候七十多，第二天收到货以后就成四十多了，联系客服让申请保价，申请成功了，但是钱就是不给退回来，,用着;物流;,不错;挺快;,1;1;
26558,这个定位真的真的真的是一塌糊涂，只是基于手机基站定位，非常不准确，不是GPS定位，想购买的朋友请慎重。,NULL;购买;定位;,不准确;慎重;一塌糊涂;,-1;-1;-1;
26559,第一次买奶粉，冲泡有结块现象，水温很低也会有结块，不知道其他人有没有这个情况！宝宝第一次是很抗拒的，后来又冲泡了2次就开始吸几口，包装都完整，但是没有防伪验证标识，宝宝这几天喝下来还好吧，心里总有疙瘩！,包装;心里;,完整;疙瘩;,1;-1;
26560,没点用处！,;,;,;
26561,门板缝隙特别的大，还不一样,缝隙;,大;,-1;
26562,数据线是坏的严重怀疑是二手手机,数据线;手机;,坏;二手;,-1;-1;
26563,没收到货！怎么评价？对苏宁无语。,苏宁;,无语;,-1;
26564,锅底太平了，根本炒不了菜,锅底;,太平;,-1;
26565,居然扔到外面！害得我自己脱过来！丢了算谁的这快递真不好,快递;,不好;,-1;
26566,很满意！送货也挺快的。女儿拿到后特别开心！赠品也很多。,NULL;赠品;送货;NULL;,开心;很多;挺快;满意;,1;1;1;1;
